,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35309,44.0,blue-collar,married,primary,no,4031.0,yes,no,cellular,7.0,may,983.0,4.0,-1.0,0.0,,yes
35310,39.0,technician,married,secondary,no,-475.0,yes,no,cellular,7.0,may,168.0,3.0,301.0,1.0,failure,no
35311,59.0,retired,married,secondary,no,,yes,no,cellular,7.0,may,,1.0,-1.0,0.0,,no
35312,51.0,entrepreneur,,tertiary,no,228.0,yes,no,cellular,7.0,may,,1.0,-1.0,0.0,,no
35313,54.0,management,divorced,tertiary,no,,yes,no,cellular,7.0,may,199.0,1.0,297.0,3.0,failure,no
35314,37.0,blue-collar,,secondary,no,2469.0,yes,no,cellular,7.0,may,232.0,1.0,-1.0,0.0,,no
35315,53.0,management,married,tertiary,no,,yes,yes,cellular,7.0,may,279.0,1.0,358.0,,other,no
35316,,management,married,tertiary,no,779.0,yes,no,cellular,7.0,may,,1.0,367.0,,failure,no
35317,,blue-collar,,secondary,no,322.0,yes,no,cellular,7.0,may,63.0,1.0,,0.0,,no
35318,,services,married,,no,6.0,yes,no,cellular,7.0,may,282.0,1.0,,0.0,,no
35319,51.0,retired,married,primary,no,,yes,no,cellular,7.0,may,,1.0,-1.0,0.0,,no
35320,47.0,technician,divorced,tertiary,no,477.0,yes,no,telephone,7.0,may,973.0,1.0,366.0,1.0,failure,no
35321,,management,married,tertiary,no,,yes,no,cellular,7.0,may,,1.0,-1.0,0.0,,no
35322,37.0,management,married,tertiary,no,64.0,no,no,cellular,7.0,may,219.0,1.0,295.0,1.0,failure,no
35323,53.0,admin.,,primary,no,0.0,yes,no,cellular,7.0,may,176.0,1.0,322.0,5.0,other,no
35324,37.0,blue-collar,married,secondary,no,7.0,yes,yes,cellular,7.0,may,,1.0,-1.0,0.0,,no
35325,41.0,services,,secondary,no,-278.0,yes,no,cellular,7.0,may,17.0,5.0,360.0,3.0,failure,no
35326,,blue-collar,married,secondary,yes,0.0,yes,yes,cellular,7.0,may,275.0,1.0,-1.0,0.0,,no
35327,33.0,technician,,secondary,no,399.0,yes,no,cellular,7.0,may,143.0,1.0,-1.0,0.0,,no
35328,30.0,technician,,secondary,no,,yes,no,cellular,7.0,may,362.0,1.0,303.0,1.0,failure,no
35329,57.0,self-employed,,tertiary,no,,yes,no,cellular,7.0,may,320.0,1.0,,0.0,,no
35330,47.0,blue-collar,divorced,secondary,no,25.0,yes,no,cellular,7.0,may,166.0,1.0,-1.0,,,no
35331,36.0,management,single,tertiary,no,1804.0,no,no,cellular,7.0,may,170.0,1.0,366.0,1.0,other,no
35332,29.0,admin.,,secondary,no,428.0,yes,yes,cellular,7.0,may,,1.0,,2.0,failure,no
35333,37.0,blue-collar,married,primary,no,,yes,no,cellular,7.0,may,569.0,1.0,297.0,3.0,failure,no
35334,58.0,services,married,secondary,no,2745.0,yes,no,cellular,7.0,may,161.0,1.0,324.0,2.0,failure,no
35335,53.0,self-employed,married,secondary,no,1066.0,yes,no,cellular,7.0,may,57.0,2.0,170.0,4.0,failure,no
35336,,services,married,secondary,no,,yes,yes,cellular,7.0,may,490.0,1.0,-1.0,0.0,,no
35337,24.0,admin.,single,secondary,no,,yes,no,cellular,7.0,may,59.0,1.0,-1.0,0.0,,no
35338,,entrepreneur,married,secondary,no,0.0,yes,no,cellular,7.0,may,,1.0,300.0,2.0,failure,no
35339,,management,married,tertiary,no,,yes,no,cellular,7.0,may,,1.0,-1.0,0.0,,no
35340,,technician,,secondary,no,-938.0,yes,no,cellular,7.0,may,,1.0,344.0,,failure,no
35341,46.0,technician,,secondary,no,-1034.0,yes,yes,cellular,7.0,may,195.0,1.0,-1.0,0.0,,no
35342,32.0,management,single,tertiary,no,-307.0,yes,yes,cellular,7.0,may,447.0,2.0,346.0,2.0,failure,no
35343,29.0,blue-collar,single,secondary,no,,yes,no,cellular,7.0,may,,1.0,-1.0,0.0,,no
35344,,technician,married,secondary,no,,yes,yes,cellular,7.0,may,52.0,2.0,-1.0,0.0,,no
35345,,technician,divorced,secondary,no,,yes,no,cellular,7.0,may,,2.0,,5.0,failure,no
35346,31.0,blue-collar,,secondary,no,,yes,no,cellular,7.0,may,113.0,2.0,345.0,1.0,other,no
35347,56.0,services,divorced,secondary,no,,yes,yes,cellular,7.0,may,263.0,1.0,357.0,,failure,no
35348,41.0,housemaid,married,primary,no,,no,no,cellular,7.0,may,,1.0,324.0,2.0,failure,no
35349,42.0,blue-collar,married,secondary,no,2044.0,yes,yes,cellular,7.0,may,,1.0,282.0,5.0,failure,no
35350,29.0,blue-collar,,secondary,no,,no,no,cellular,7.0,may,142.0,1.0,,1.0,failure,no
35351,42.0,services,single,secondary,no,,yes,no,cellular,7.0,may,448.0,2.0,,0.0,,no
35352,,blue-collar,married,secondary,no,682.0,yes,no,cellular,7.0,may,141.0,1.0,-1.0,0.0,,no
35353,,admin.,married,secondary,no,,yes,no,cellular,7.0,may,176.0,1.0,287.0,2.0,other,no
35354,38.0,blue-collar,,primary,no,,yes,no,cellular,7.0,may,154.0,1.0,-1.0,0.0,,no
35355,37.0,management,,tertiary,no,815.0,yes,no,cellular,7.0,may,77.0,1.0,-1.0,0.0,,no
35356,40.0,technician,,secondary,no,1001.0,yes,yes,cellular,7.0,may,,1.0,-1.0,0.0,,no
35357,50.0,blue-collar,,secondary,no,16.0,yes,no,cellular,7.0,may,290.0,1.0,356.0,11.0,failure,no
35358,45.0,housemaid,married,tertiary,no,0.0,yes,no,telephone,7.0,may,309.0,1.0,,0.0,,no
35359,,technician,,tertiary,no,,yes,no,cellular,7.0,may,,1.0,,0.0,,no
35360,28.0,blue-collar,married,secondary,no,-470.0,yes,no,cellular,7.0,may,275.0,2.0,-1.0,0.0,,no
35361,,management,single,tertiary,no,682.0,yes,no,cellular,7.0,may,,1.0,,0.0,,no
35362,28.0,blue-collar,,secondary,no,,yes,no,cellular,7.0,may,226.0,1.0,339.0,1.0,other,no
35363,,blue-collar,,primary,no,,yes,no,cellular,7.0,may,58.0,1.0,-1.0,0.0,,no
35364,25.0,admin.,,secondary,no,,yes,no,cellular,7.0,may,481.0,2.0,-1.0,0.0,,yes
35365,,management,,secondary,no,21.0,yes,no,cellular,7.0,may,,1.0,338.0,2.0,failure,no
35366,,technician,single,secondary,no,1467.0,yes,yes,cellular,7.0,may,381.0,1.0,-1.0,,,no
35367,43.0,blue-collar,divorced,primary,no,1234.0,yes,no,cellular,7.0,may,,1.0,,0.0,,no
35368,51.0,blue-collar,,primary,no,,yes,yes,cellular,7.0,may,355.0,1.0,-1.0,0.0,,no
35369,27.0,student,,tertiary,no,37.0,yes,no,cellular,7.0,may,,1.0,364.0,1.0,failure,no
35370,,blue-collar,,secondary,no,,yes,no,cellular,7.0,may,,1.0,,2.0,other,no
35371,47.0,blue-collar,married,primary,no,,yes,yes,cellular,7.0,may,118.0,1.0,-1.0,,,no
35372,50.0,management,married,secondary,no,0.0,yes,yes,cellular,7.0,may,55.0,1.0,-1.0,0.0,,no
35373,41.0,technician,,tertiary,no,,yes,no,cellular,7.0,may,,2.0,-1.0,0.0,,no
35374,57.0,retired,,secondary,no,,yes,no,cellular,7.0,may,,1.0,-1.0,0.0,,no
35375,30.0,blue-collar,married,secondary,no,,yes,yes,cellular,7.0,may,160.0,4.0,-1.0,0.0,,no
35376,34.0,entrepreneur,,secondary,no,,yes,no,cellular,7.0,may,174.0,1.0,293.0,3.0,failure,no
35377,,services,married,secondary,no,278.0,yes,no,cellular,7.0,may,51.0,1.0,,1.0,other,no
35378,,services,married,primary,no,,yes,yes,cellular,7.0,may,661.0,1.0,267.0,11.0,other,yes
35379,34.0,blue-collar,,,no,,yes,no,cellular,7.0,may,183.0,1.0,-1.0,0.0,,no
35380,,services,,secondary,no,,yes,yes,cellular,7.0,may,99.0,1.0,,0.0,,no
35381,,services,married,secondary,no,,no,no,cellular,7.0,may,,1.0,-1.0,0.0,,no
35382,,services,,secondary,no,,yes,no,cellular,7.0,may,101.0,1.0,-1.0,0.0,,no
35383,43.0,blue-collar,,primary,no,181.0,yes,no,cellular,7.0,may,174.0,1.0,343.0,2.0,failure,no
35384,,blue-collar,,secondary,no,,yes,no,cellular,7.0,may,66.0,1.0,359.0,1.0,failure,no
35385,,blue-collar,married,primary,no,32.0,yes,no,cellular,7.0,may,,1.0,-1.0,0.0,,no
35386,51.0,blue-collar,,secondary,no,,yes,no,cellular,7.0,may,136.0,1.0,359.0,1.0,failure,no
35387,49.0,technician,,secondary,no,,yes,no,cellular,7.0,may,190.0,1.0,,1.0,other,no
35388,36.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,7.0,may,,1.0,-1.0,0.0,,no
35389,44.0,services,,primary,no,,yes,no,cellular,7.0,may,228.0,1.0,-1.0,0.0,,no
35390,,blue-collar,married,primary,no,6242.0,yes,no,cellular,7.0,may,162.0,1.0,-1.0,0.0,,no
35391,50.0,services,,secondary,no,,yes,no,cellular,7.0,may,,3.0,,0.0,,no
35392,,technician,,secondary,no,-1944.0,yes,no,cellular,7.0,may,623.0,1.0,-1.0,0.0,,yes
35393,55.0,blue-collar,,secondary,no,,yes,no,cellular,7.0,may,312.0,1.0,-1.0,0.0,,no
35394,41.0,technician,married,secondary,no,,yes,no,cellular,7.0,may,56.0,1.0,,0.0,,no
35395,32.0,management,married,tertiary,no,,yes,no,cellular,7.0,may,265.0,1.0,-1.0,0.0,,no
35396,35.0,blue-collar,single,secondary,no,2227.0,yes,no,cellular,7.0,may,219.0,1.0,,,,no
35397,32.0,blue-collar,single,secondary,no,,yes,no,cellular,7.0,may,,6.0,342.0,2.0,failure,no
35398,,entrepreneur,married,secondary,yes,-388.0,yes,no,cellular,7.0,may,,1.0,293.0,3.0,failure,no
35399,,blue-collar,,secondary,no,,yes,no,cellular,7.0,may,135.0,1.0,-1.0,0.0,,no
35400,,blue-collar,married,,no,,yes,no,cellular,7.0,may,,1.0,366.0,2.0,failure,no
35401,31.0,technician,,secondary,no,,yes,no,cellular,7.0,may,158.0,1.0,,1.0,other,no
35402,,blue-collar,married,secondary,no,,yes,no,cellular,7.0,may,228.0,1.0,-1.0,0.0,,no
35403,,admin.,,secondary,no,3025.0,no,no,cellular,7.0,may,476.0,1.0,352.0,1.0,other,yes
35404,38.0,technician,married,secondary,no,0.0,yes,yes,cellular,7.0,may,193.0,2.0,296.0,5.0,other,no
35405,36.0,blue-collar,,secondary,no,2095.0,yes,no,cellular,7.0,may,,2.0,-1.0,0.0,,no
35406,55.0,blue-collar,,primary,no,728.0,yes,no,cellular,7.0,may,247.0,1.0,,0.0,,no
35407,32.0,blue-collar,,secondary,no,489.0,yes,no,cellular,7.0,may,,2.0,349.0,4.0,failure,no
35408,34.0,technician,divorced,secondary,no,592.0,yes,no,cellular,7.0,may,,3.0,-1.0,0.0,,no
35409,,services,,secondary,no,51.0,yes,yes,cellular,7.0,may,,2.0,357.0,,failure,no
35410,35.0,admin.,,secondary,no,,yes,no,cellular,7.0,may,,2.0,-1.0,,,no
35411,28.0,services,,secondary,no,15.0,yes,no,cellular,7.0,may,182.0,2.0,356.0,1.0,failure,no
35412,45.0,admin.,,secondary,no,-101.0,yes,no,cellular,7.0,may,,1.0,301.0,,failure,no
35413,34.0,management,,tertiary,no,,no,no,cellular,7.0,may,,1.0,,1.0,success,no
35414,,blue-collar,married,,no,2090.0,yes,no,cellular,7.0,may,,2.0,,0.0,,yes
35415,49.0,blue-collar,,secondary,no,,yes,no,cellular,7.0,may,423.0,1.0,,0.0,,no
35416,34.0,services,married,secondary,no,-99.0,yes,yes,cellular,7.0,may,258.0,2.0,-1.0,0.0,,no
35417,33.0,blue-collar,married,secondary,no,478.0,yes,no,cellular,7.0,may,,1.0,338.0,1.0,failure,no
35418,28.0,technician,,secondary,no,618.0,yes,no,cellular,7.0,may,281.0,1.0,-1.0,0.0,,no
35419,,services,married,tertiary,no,218.0,yes,no,cellular,7.0,may,154.0,3.0,363.0,2.0,failure,no
35420,59.0,management,divorced,tertiary,yes,-23.0,yes,no,telephone,7.0,may,287.0,2.0,,0.0,,no
35421,28.0,technician,,secondary,no,7449.0,yes,no,cellular,7.0,may,,1.0,-1.0,,,no
35422,31.0,technician,,secondary,no,,no,no,cellular,7.0,may,,2.0,,3.0,failure,no
35423,30.0,management,,tertiary,no,492.0,yes,no,cellular,7.0,may,94.0,1.0,-1.0,0.0,,no
35424,53.0,technician,,tertiary,no,,yes,no,cellular,7.0,may,,2.0,-1.0,,,no
35425,47.0,blue-collar,divorced,primary,no,,yes,no,telephone,7.0,may,,2.0,-1.0,0.0,,no
35426,56.0,blue-collar,married,,no,982.0,yes,yes,cellular,7.0,may,,2.0,-1.0,0.0,,no
35427,44.0,management,married,tertiary,no,,no,no,cellular,7.0,may,,2.0,171.0,2.0,failure,no
35428,31.0,management,,secondary,no,202.0,yes,no,cellular,7.0,may,,1.0,-1.0,0.0,,no
35429,,blue-collar,,primary,no,216.0,yes,no,cellular,7.0,may,87.0,2.0,,1.0,success,no
35430,43.0,blue-collar,divorced,secondary,no,-91.0,yes,yes,cellular,7.0,may,,3.0,,4.0,other,no
35431,51.0,services,,secondary,no,753.0,yes,no,cellular,7.0,may,541.0,2.0,-1.0,0.0,,no
35432,23.0,technician,,,no,231.0,yes,no,cellular,7.0,may,560.0,3.0,,1.0,other,no
35433,,entrepreneur,,tertiary,no,734.0,yes,no,cellular,7.0,may,,1.0,168.0,4.0,other,no
35434,36.0,admin.,,secondary,no,9.0,yes,no,cellular,7.0,may,,2.0,,0.0,,no
35435,40.0,unemployed,divorced,secondary,no,,yes,no,cellular,7.0,may,195.0,1.0,357.0,1.0,failure,no
35436,,blue-collar,single,primary,no,553.0,yes,no,cellular,7.0,may,,3.0,321.0,3.0,failure,no
35437,24.0,technician,single,secondary,no,1371.0,yes,yes,cellular,7.0,may,166.0,2.0,-1.0,0.0,,no
35438,53.0,blue-collar,single,,no,,yes,no,cellular,7.0,may,,2.0,-1.0,0.0,,no
35439,,services,married,primary,no,,yes,no,cellular,7.0,may,228.0,2.0,-1.0,0.0,,no
35440,37.0,management,divorced,tertiary,yes,,yes,yes,cellular,7.0,may,101.0,1.0,349.0,1.0,failure,no
35441,25.0,blue-collar,,primary,no,,yes,no,cellular,7.0,may,258.0,1.0,357.0,1.0,failure,no
35442,25.0,student,,tertiary,no,0.0,yes,no,cellular,7.0,may,178.0,1.0,-1.0,0.0,,no
35443,50.0,self-employed,single,secondary,no,766.0,yes,no,cellular,7.0,may,,2.0,304.0,4.0,failure,no
35444,29.0,technician,,tertiary,no,0.0,yes,no,cellular,7.0,may,,2.0,337.0,6.0,failure,yes
35445,48.0,admin.,,secondary,no,,yes,no,telephone,7.0,may,430.0,2.0,367.0,2.0,failure,no
35446,,blue-collar,married,primary,no,441.0,yes,no,cellular,7.0,may,,4.0,358.0,,failure,no
35447,43.0,management,married,tertiary,no,,yes,no,cellular,7.0,may,,1.0,169.0,3.0,success,yes
35448,,management,single,tertiary,no,0.0,yes,no,cellular,7.0,may,45.0,1.0,22.0,2.0,failure,no
35449,38.0,services,married,primary,no,0.0,yes,yes,cellular,7.0,may,127.0,1.0,,2.0,other,no
35450,27.0,management,,tertiary,no,405.0,yes,no,cellular,7.0,may,129.0,2.0,-1.0,0.0,,no
35451,,management,single,tertiary,no,243.0,yes,no,cellular,7.0,may,160.0,2.0,,3.0,failure,no
35452,53.0,admin.,,secondary,no,26.0,yes,no,cellular,7.0,may,,1.0,359.0,1.0,failure,no
35453,,blue-collar,married,secondary,no,356.0,yes,yes,cellular,7.0,may,,3.0,365.0,1.0,failure,no
35454,,admin.,single,secondary,no,,yes,no,cellular,7.0,may,,2.0,295.0,2.0,failure,yes
35455,53.0,entrepreneur,,secondary,no,162.0,yes,no,cellular,7.0,may,270.0,2.0,,0.0,,no
35456,45.0,blue-collar,married,secondary,no,54.0,yes,no,cellular,7.0,may,279.0,1.0,,1.0,failure,no
35457,,management,divorced,secondary,no,122.0,yes,no,telephone,7.0,may,325.0,1.0,-1.0,0.0,,no
35458,57.0,technician,married,secondary,no,1753.0,yes,no,cellular,7.0,may,,1.0,-1.0,0.0,,no
35459,43.0,blue-collar,married,,no,175.0,no,no,cellular,7.0,may,54.0,1.0,-1.0,0.0,,no
35460,45.0,blue-collar,married,primary,no,,yes,no,cellular,7.0,may,,1.0,-1.0,0.0,,no
35461,26.0,blue-collar,,secondary,no,311.0,yes,no,cellular,7.0,may,,2.0,-1.0,0.0,,yes
35462,30.0,admin.,single,secondary,no,239.0,yes,no,cellular,7.0,may,115.0,3.0,-1.0,0.0,,no
35463,24.0,management,,tertiary,no,1085.0,no,yes,cellular,7.0,may,,6.0,,0.0,,no
35464,42.0,admin.,single,secondary,no,,yes,no,cellular,7.0,may,,1.0,336.0,1.0,failure,no
35465,27.0,blue-collar,,secondary,no,4.0,yes,no,cellular,7.0,may,153.0,2.0,-1.0,0.0,,no
35466,35.0,blue-collar,single,secondary,no,,yes,no,cellular,7.0,may,,2.0,,1.0,failure,no
35467,34.0,unemployed,divorced,tertiary,yes,,yes,no,cellular,7.0,may,,1.0,,0.0,,no
35468,,entrepreneur,married,secondary,no,-25.0,yes,no,cellular,7.0,may,243.0,2.0,-1.0,,,no
35469,46.0,blue-collar,,secondary,no,4646.0,yes,no,cellular,7.0,may,33.0,3.0,359.0,1.0,failure,no
35470,38.0,self-employed,divorced,tertiary,no,1513.0,no,no,cellular,7.0,may,330.0,1.0,342.0,1.0,failure,no
35471,,entrepreneur,single,tertiary,no,,yes,yes,cellular,7.0,may,308.0,1.0,335.0,3.0,failure,no
35472,47.0,management,,tertiary,no,618.0,yes,no,cellular,7.0,may,,2.0,359.0,3.0,failure,no
35473,58.0,management,married,tertiary,no,,yes,no,cellular,7.0,may,,2.0,,2.0,failure,no
35474,,admin.,married,secondary,no,-393.0,yes,yes,cellular,7.0,may,247.0,2.0,349.0,2.0,failure,no
35475,,management,,,no,,yes,no,cellular,7.0,may,437.0,3.0,351.0,,failure,no
35476,27.0,student,single,secondary,no,,no,no,cellular,7.0,may,458.0,2.0,349.0,,other,no
35477,43.0,,married,secondary,no,,yes,no,cellular,7.0,may,96.0,3.0,301.0,1.0,failure,no
35478,28.0,admin.,single,secondary,no,697.0,yes,no,cellular,7.0,may,404.0,2.0,-1.0,0.0,,no
35479,52.0,management,,tertiary,no,-1224.0,yes,no,cellular,7.0,may,,4.0,-1.0,0.0,,no
35480,36.0,admin.,,secondary,no,181.0,yes,no,cellular,7.0,may,271.0,2.0,,,,no
35481,26.0,services,single,secondary,no,,yes,no,cellular,7.0,may,582.0,2.0,283.0,,failure,no
35482,42.0,blue-collar,,primary,yes,78.0,yes,no,cellular,7.0,may,,2.0,-1.0,0.0,,no
35483,28.0,self-employed,,tertiary,no,270.0,yes,no,cellular,7.0,may,49.0,2.0,345.0,2.0,failure,no
35484,35.0,blue-collar,married,primary,no,1033.0,yes,no,cellular,7.0,may,,2.0,,0.0,,no
35485,,blue-collar,,primary,no,162.0,yes,no,cellular,7.0,may,,3.0,-1.0,0.0,,no
35486,27.0,services,single,secondary,no,814.0,yes,no,cellular,7.0,may,62.0,2.0,,0.0,,no
35487,43.0,management,married,tertiary,no,0.0,yes,no,cellular,7.0,may,,3.0,293.0,5.0,failure,no
35488,,management,,tertiary,no,,yes,no,cellular,7.0,may,126.0,2.0,-1.0,0.0,,no
35489,28.0,technician,,secondary,no,,yes,yes,cellular,7.0,may,,2.0,366.0,2.0,other,no
35490,,management,married,tertiary,no,19.0,yes,no,cellular,7.0,may,580.0,2.0,-1.0,0.0,,no
35491,,technician,divorced,secondary,no,2.0,yes,no,cellular,7.0,may,600.0,2.0,330.0,17.0,failure,no
35492,56.0,technician,,secondary,no,264.0,yes,yes,cellular,7.0,may,,2.0,280.0,5.0,success,no
35493,,blue-collar,married,secondary,no,,yes,no,cellular,7.0,may,83.0,5.0,-1.0,,,no
35494,33.0,admin.,married,secondary,no,543.0,yes,no,cellular,7.0,may,244.0,2.0,-1.0,0.0,,no
35495,,self-employed,,tertiary,no,75.0,yes,no,cellular,7.0,may,245.0,3.0,-1.0,,,no
35496,54.0,blue-collar,divorced,secondary,no,1145.0,yes,no,cellular,7.0,may,,3.0,-1.0,0.0,,no
35497,,technician,,secondary,no,432.0,yes,no,cellular,7.0,may,212.0,2.0,-1.0,0.0,,no
35498,39.0,technician,divorced,secondary,no,411.0,yes,no,cellular,7.0,may,,2.0,,0.0,,no
35499,,housemaid,married,secondary,no,556.0,yes,no,cellular,7.0,may,35.0,3.0,-1.0,0.0,,no
35500,33.0,services,,primary,no,,yes,no,cellular,7.0,may,227.0,2.0,,0.0,,no
35501,46.0,entrepreneur,married,tertiary,no,193.0,yes,no,cellular,7.0,may,,8.0,-1.0,0.0,,no
35502,,blue-collar,,primary,no,0.0,yes,yes,cellular,7.0,may,209.0,2.0,,,,no
35503,38.0,technician,married,secondary,no,,yes,no,cellular,7.0,may,198.0,2.0,-1.0,0.0,,no
35504,,admin.,,secondary,no,48.0,yes,no,cellular,7.0,may,1806.0,2.0,287.0,3.0,other,yes
35505,34.0,technician,single,secondary,no,105.0,yes,no,cellular,7.0,may,146.0,2.0,171.0,3.0,failure,no
35506,27.0,blue-collar,single,secondary,yes,-717.0,yes,yes,cellular,7.0,may,202.0,2.0,349.0,,other,no
35507,31.0,admin.,married,secondary,no,,yes,no,cellular,7.0,may,,3.0,-1.0,0.0,,no
35508,35.0,admin.,divorced,secondary,no,,yes,no,cellular,7.0,may,262.0,2.0,-1.0,0.0,,no
35509,31.0,technician,,,no,460.0,yes,no,cellular,7.0,may,189.0,2.0,-1.0,0.0,,no
35510,,housemaid,married,tertiary,no,66.0,yes,no,cellular,7.0,may,,2.0,-1.0,0.0,,yes
35511,26.0,housemaid,,secondary,no,13.0,yes,no,cellular,7.0,may,132.0,2.0,293.0,1.0,other,no
35512,31.0,unemployed,single,tertiary,no,,yes,no,telephone,7.0,may,,2.0,-1.0,0.0,,no
35513,51.0,management,,tertiary,no,1854.0,yes,yes,cellular,7.0,may,,3.0,,2.0,failure,no
35514,,blue-collar,married,primary,no,2144.0,yes,no,cellular,7.0,may,,2.0,342.0,1.0,failure,no
35515,49.0,blue-collar,single,primary,no,2146.0,yes,no,cellular,7.0,may,1516.0,2.0,353.0,2.0,other,yes
35516,,entrepreneur,,tertiary,no,16125.0,no,no,telephone,7.0,may,202.0,2.0,167.0,1.0,failure,no
35517,38.0,admin.,,tertiary,no,,yes,yes,cellular,7.0,may,252.0,2.0,,0.0,,no
35518,,blue-collar,,secondary,no,660.0,yes,yes,cellular,7.0,may,93.0,4.0,,3.0,failure,no
35519,38.0,blue-collar,,primary,no,0.0,yes,no,cellular,7.0,may,350.0,2.0,-1.0,0.0,,no
35520,,services,,secondary,no,1577.0,yes,no,telephone,7.0,may,908.0,2.0,357.0,1.0,other,no
35521,,blue-collar,married,primary,no,,yes,no,cellular,7.0,may,246.0,2.0,-1.0,0.0,,no
35522,,blue-collar,married,secondary,no,,yes,no,cellular,7.0,may,140.0,3.0,-1.0,0.0,,no
35523,31.0,blue-collar,married,secondary,no,,yes,no,cellular,7.0,may,603.0,2.0,17.0,2.0,failure,no
35524,44.0,self-employed,married,tertiary,no,,no,no,cellular,7.0,may,152.0,2.0,-1.0,0.0,,no
35525,,unemployed,single,secondary,no,490.0,yes,yes,cellular,7.0,may,739.0,2.0,325.0,3.0,failure,no
35526,38.0,blue-collar,divorced,secondary,no,,yes,no,cellular,7.0,may,245.0,3.0,-1.0,,,no
35527,43.0,blue-collar,married,secondary,no,1255.0,yes,yes,cellular,7.0,may,,2.0,,0.0,,no
35528,41.0,technician,,secondary,no,348.0,yes,no,cellular,7.0,may,,2.0,,2.0,failure,no
35529,28.0,admin.,single,secondary,no,-181.0,yes,yes,cellular,7.0,may,429.0,2.0,,4.0,failure,no
35530,32.0,blue-collar,single,secondary,no,567.0,yes,no,cellular,7.0,may,275.0,2.0,342.0,4.0,other,no
35531,32.0,management,divorced,tertiary,yes,,yes,no,cellular,7.0,may,196.0,3.0,-1.0,0.0,,no
35532,33.0,technician,single,secondary,no,5214.0,yes,no,cellular,7.0,may,293.0,2.0,-1.0,0.0,,no
35533,42.0,unemployed,,secondary,no,,yes,no,cellular,7.0,may,,3.0,,2.0,failure,yes
35534,37.0,blue-collar,married,secondary,no,740.0,yes,no,cellular,7.0,may,434.0,3.0,,2.0,failure,no
35535,,retired,,secondary,no,1.0,yes,no,telephone,7.0,may,,2.0,360.0,6.0,other,no
35536,32.0,entrepreneur,married,tertiary,no,0.0,yes,no,cellular,7.0,may,388.0,2.0,349.0,2.0,failure,no
35537,50.0,management,married,tertiary,no,,yes,no,cellular,7.0,may,128.0,2.0,,,,no
35538,,technician,,secondary,no,,no,no,cellular,7.0,may,,2.0,-1.0,,,no
35539,32.0,technician,,tertiary,no,,yes,yes,cellular,7.0,may,217.0,2.0,,2.0,other,no
35540,32.0,blue-collar,single,tertiary,no,3014.0,yes,no,cellular,7.0,may,291.0,2.0,-1.0,0.0,,no
35541,,admin.,,secondary,no,168.0,yes,no,cellular,7.0,may,249.0,2.0,169.0,1.0,failure,no
35542,,entrepreneur,married,,no,,yes,no,cellular,7.0,may,249.0,4.0,332.0,3.0,failure,no
35543,29.0,management,married,tertiary,no,991.0,no,no,cellular,7.0,may,109.0,2.0,,0.0,,no
35544,,admin.,,secondary,no,203.0,yes,yes,cellular,7.0,may,,2.0,-1.0,0.0,,no
35545,,management,divorced,tertiary,no,,yes,no,cellular,7.0,may,235.0,2.0,293.0,1.0,other,no
35546,55.0,management,divorced,tertiary,no,,yes,no,cellular,7.0,may,,2.0,-1.0,0.0,,no
35547,37.0,management,married,tertiary,no,591.0,yes,no,cellular,7.0,may,181.0,2.0,255.0,5.0,failure,no
35548,39.0,services,,secondary,no,1163.0,yes,no,cellular,7.0,may,,3.0,,2.0,other,no
35549,59.0,retired,married,secondary,no,,yes,no,cellular,7.0,may,476.0,2.0,-1.0,0.0,,no
35550,,blue-collar,,secondary,no,62.0,yes,no,cellular,7.0,may,,3.0,-1.0,0.0,,yes
35551,33.0,technician,married,secondary,no,348.0,yes,no,cellular,7.0,may,263.0,2.0,294.0,1.0,success,no
35552,,services,single,secondary,no,1192.0,yes,no,cellular,7.0,may,156.0,2.0,,2.0,other,no
35553,24.0,services,single,secondary,no,638.0,yes,yes,cellular,7.0,may,,3.0,-1.0,,,yes
35554,,technician,,secondary,no,197.0,yes,no,cellular,7.0,may,589.0,2.0,-1.0,0.0,,no
35555,46.0,technician,,secondary,no,-154.0,yes,no,cellular,7.0,may,215.0,2.0,294.0,1.0,failure,no
35556,30.0,technician,single,tertiary,no,3086.0,yes,no,cellular,7.0,may,,3.0,,1.0,failure,no
35557,,services,,secondary,no,37.0,yes,no,cellular,7.0,may,329.0,2.0,,0.0,,no
35558,33.0,technician,,tertiary,no,,no,no,cellular,7.0,may,680.0,2.0,367.0,2.0,failure,no
35559,,admin.,married,secondary,yes,-106.0,yes,yes,cellular,7.0,may,,3.0,,1.0,other,yes
35560,35.0,blue-collar,,secondary,no,848.0,yes,no,cellular,7.0,may,,3.0,366.0,,failure,no
35561,,self-employed,,tertiary,no,,yes,no,cellular,7.0,may,253.0,2.0,302.0,1.0,failure,no
35562,,blue-collar,married,secondary,no,1221.0,yes,no,cellular,7.0,may,127.0,6.0,-1.0,0.0,,no
35563,27.0,technician,,secondary,no,130.0,yes,no,cellular,7.0,may,,3.0,,0.0,,no
35564,27.0,housemaid,,tertiary,no,979.0,yes,no,cellular,7.0,may,272.0,4.0,,1.0,other,no
35565,32.0,blue-collar,married,secondary,no,,no,no,cellular,7.0,may,113.0,2.0,-1.0,0.0,,no
